artist,album,metascore,userscore,release_date
Ringworm,Hammer of the Witch,78,tbd,"Mar 18, 2014"
Twilight,III: Beneath Trident's Tomb,65,tbd,"Mar 18, 2014"
I Am the Avalanche,Wolverines,90,6.6,"Mar 18, 2014"
Motorpsycho,Behind the Sun,77,tbd,"Mar 18, 2014"
Kevin Gates,By Any Means [Mixtape],77,8.0,"Mar 18, 2014"
Wen,Signals,82,tbd,"Mar 17, 2014"
Eliza Gilkyson,The Nocturne Diaries,76,tbd,"Mar 17, 2014"
My Sad Captains,Best of Times,65,tbd,"Mar 17, 2014"
September Girls,Cursing the Sea,72,tbd,"Mar 11, 2014"
Metronomy,Love Letters,73,7.6,"Mar 11, 2014"
Elbow,The Take Off and Landing of Everything,80,8.2,"Mar 11, 2014"
Joan as Police Woman,The Classic,70,tbd,"Mar 11, 2014"
Laibach,Spectre,75,tbd,"Mar 11, 2014"
Dean Wareham,Dean Wareham,76,tbd,"Mar 11, 2014"
Aloe Blacc,Lift Your Spirit,64,4.3,"Mar 11, 2014"
Sara Evans,Slow Me Down,87,7.1,"Mar 11, 2014"
Tensnake,Glow,65,7.9,"Mar 11, 2014"
Young Money,Rise of an Empire,55,5.8,"Mar 11, 2014"
Architects,"Lost Forever, Lost Together",79,8.9,"Mar 11, 2014"
Ekoplekz,Unfidelity,76,tbd,"Mar 11, 2014"
Ambrose Akinmusire,The Imagined Savior Is Far Easier to Paint,86,8.8,"Mar 11, 2014"
The Shrine,Bless Off,77,tbd,"Mar 11, 2014"
311,Stereolithic,61,tbd,"Mar 11, 2014"
Don Williams,Reflections,79,tbd,"Mar 11, 2014"
Foxes,Glorious,61,8.0,"Mar 11, 2014"
Champs,Down Like Gold,80,8.5,"Mar 10, 2014"
Johnny Foreigner,You Can Do Better,65,tbd,"Mar 10, 2014"
The Twang,Neontwang,32,2.2,"Mar 10, 2014"
Gallon Drunk,The Soul of the Hour,75,tbd,"Mar 10, 2014"
Paloma Faith,A Perfect Contradiction,66,8.9,"Mar 10, 2014"
Bill Pritchard,A  Trip to the Coast,75,tbd,"Mar  7, 2014"
These New Puritans,Field of Reeds,82,8.4,"Mar  4, 2014"
Arthur Beatrice,Working Out,72,8.0,"Mar  4, 2014"
Real Estate,Atlas,78,7.8,"Mar  4, 2014"
The Men,Tomorrow's Hits,73,7.4,"Mar  4, 2014"
Eagulls,Eagulls,74,8.2,"Mar  4, 2014"
Lea Michele,Louder,48,7.7,"Mar  4, 2014"
Axxa/Abraxas,Axxa/Abraxas,72,tbd,"Mar  4, 2014"
Drive-By Truckers,English Oceans,78,7.4,"Mar  4, 2014"
Rick Ross,Mastermind,68,6.7,"Mar  4, 2014"
Linda Perhacs,The  Soul of All Natural Things,73,8.8,"Mar  4, 2014"
Morning Glory,War Psalms,75,tbd,"Mar  4, 2014"
Ava Luna,Electric Balloon,71,tbd,"Mar  4, 2014"
Major Lazer,Apocalypse Soon [EP],68,6.8,"Mar  4, 2014"
Addison Groove,Addison Groove Presents James Grieve,68,tbd,"Mar  4, 2014"
Nick Waterhouse,Holly,73,tbd,"Mar  4, 2014"
Carla Bozulich,Boy,83,5.8,"Mar  4, 2014"
Trust,Joyland,72,8.1,"Mar  4, 2014"
Highasakite,Silent Treatment,71,tbd,"Mar  4, 2014"
Comeback Kid,Die Knowing,84,tbd,"Mar  4, 2014"
Nothing,Guilty of Everything,77,8.3,"Mar  4, 2014"
The Unsemble,The Unsemble,70,tbd,"Mar  4, 2014"
Eternal Summers,The  Drop Beneath,74,tbd,"Mar  4, 2014"
Wake Owl,The Private World of Paradise,77,tbd,"Mar  4, 2014"
Fenster,The  Pink Caves,73,tbd,"Mar  4, 2014"
Ghost Beach,Blonde,61,tbd,"Mar  4, 2014"
Bart Davenport,Physical World,75,tbd,"Mar  4, 2014"
David Nail,I'm a Fire,71,tbd,"Mar  4, 2014"
Current 93,I Am the Last of All the Field That Fell: A Channel,72,tbd,"Mar  4, 2014"
Ume,Monuments,70,tbd,"Mar  4, 2014"
John Gorka,The Bright Side of Down,75,tbd,"Mar  4, 2014"
Pharrell Williams,G I R L,67,6.8,"Mar  3, 2014"
Blood Red Shoes,Blood Red Shoes,64,6.9,"Mar  3, 2014"
Holly Golightly & the Brokeoffs,All Her Fault,81,tbd,"Mar  3, 2014"
Carnifex,Die Without Hope,81,tbd,"Mar  3, 2014"
Rainy Milo,This Thing of Ours,66,tbd,"Mar  3, 2014"
Keel Her,Keel Her,64,tbd,"Feb 25, 2014"
Beck,Morning Phase,81,8.3,"Feb 25, 2014"
St. Vincent,St. Vincent,89,8.5,"Feb 25, 2014"
Wild Beasts,Present Tense,86,8.4,"Feb 25, 2014"
The Notwist,Close to the Glass,75,8.1,"Feb 25, 2014"
Neneh Cherry,Blank Project,82,7.4,"Feb 25, 2014"
Death Vessel,Island Intervals,72,tbd,"Feb 25, 2014"
Lo-Fang,Blue Film,64,7.1,"Feb 25, 2014"
Skaters,Manhattan,66,7.3,"Feb 25, 2014"
ScHoolboy Q,Oxymoron,78,8.1,"Feb 25, 2014"
Neck Deep,Wishful Thinking,71,7.8,"Jan 14, 2014"
Big Ups,Eighteen Hours of Static,73,8.2,"Jan 14, 2014"
Mary Chapin Carpenter,Songs from the Movie,67,tbd,"Jan 14, 2014"
Switchfoot,Fading West,71,7.5,"Jan 14, 2014"
Lone Justice,"This Is Lone Justice: The Vaught Tapes, 1983",80,1.9,"Jan 14, 2014"
Hiss Golden Messenger,Bad Debt [Reissue],81,tbd,"Jan 14, 2014"
Lucinda Williams,Lucinda Williams [Reissue],97,7.7,"Jan 14, 2014"
Blackie & the Rodeo Kings,South,71,tbd,"Jan 14, 2014"
East India Youth,Total Strife Forever,81,8.0,"Jan 13, 2014"
Pixies,EP2,54,6.6,"Jan 13, 2014"
Menace Beach,Lowtalker [EP],70,tbd,"Jan 13, 2014"
Various Artists,Peter Gabriel Tribute Album: And I'll Scratch Yours,63,7.0,"Jan  7, 2014"
TOY,Join the Dots,71,7.2,"Jan  7, 2014"
Stephen Malkmus & the Jicks,Wig Out at Jagbags,74,7.8,"Jan  7, 2014"
Kid Ink,My Own Lane,65,5.9,"Jan  7, 2014"
Self Defense Family,Try Me,81,6.0,"Jan  7, 2014"
Patterns,Waking Lines,66,6.3,"Jan  6, 2014"
Ed Harcourt,Time of Dust,76,5.7,"Jan  6, 2014"
Angel Haze,Dirty Gold,66,7.5,"Dec 30, 2013"
Cabaret Voltaire,#8385 (Collected Works 1983-1985),80,tbd,"Dec 17, 2013"
Burial,Rival Dealer [EP],83,8.8,"Dec 17, 2013"
B.o.B,Underground Luxury,51,5.4,"Dec 17, 2013"
After the Burial,Wolves Within,72,tbd,"Dec 17, 2013"
Steve Moore,Pangaea Ultima,75,tbd,"Dec 16, 2013"
Milosh,Jet Lag,68,8.2,"Dec 10, 2013"
Brendan Benson,You Were Right,73,tbd,"Dec 10, 2013"
Neil Young,Live at the Cellar Door,83,8.4,"Dec 10, 2013"
R. Kelly,Black Panties,61,4.2,"Dec 10, 2013"
Childish Gambino,Because the Internet,64,8.4,"Dec 10, 2013"
Robert Pollard,Blazing Gentlemen,71,tbd,"Dec 10, 2013"
7 Days of Funk,7 Days of Funk,74,7.3,"Dec 10, 2013"
Various Artists,L.I.E.S. Presents: Music for Shut-Ins,83,tbd,"Dec 10, 2013"
Zac Brown Band,"The Grohl Sessions, Vol. 1 [EP]",87,8.0,"Dec 10, 2013"
Beastmilk,Climax,77,tbd,"Dec 10, 2013"
Roc Marciano,Marci Beaucoup,77,8.8,"Dec 10, 2013"
Lee Bannon,Alternate/Endings,79,tbd,"Dec  9, 2013"
Various Artists,Africa Express Presents: Maison des Jeunes,82,tbd,"Dec  9, 2013"
Britney Spears,Britney Jean,50,6.0,"Dec  3, 2013"
Nick Cave & the Bad Seeds,Live from KCRW,78,8.3,"Dec  3, 2013"
Sumie,Sumie,72,tbd,"Dec  3, 2013"
Black Flag,What The...,42,4.1,"Dec  3, 2013"
bEEdEEgEE,Sum/One,68,tbd,"Dec  3, 2013"
Xiu Xiu,Nina,65,8.0,"Dec  3, 2013"
Mutual Benefit,Love's Crushing Diamond,84,8.5,"Dec  3, 2013"
Glen Hansard,Drive All Night [EP],68,tbd,"Dec  3, 2013"
Boston,Life Love & Hope,47,7.5,"Dec  3, 2013"
Jake Owen,Days of Gold,71,tbd,"Dec  3, 2013"
Various Artists,Purple Snow: Forecasting the Minneapolis Sound,83,7.0,"Dec  3, 2013"
Magic Trick,River of Souls,75,tbd,"Dec  3, 2013"
British Sea Power,From the Sea to the Land Beyond [OST],86,8.4,"Dec  2, 2013"
Dead Meadow,Warble Womb,62,tbd,"Nov 26, 2013"
Destroyer,Five Spanish Songs [EP],75,8.7,"Nov 26, 2013"
The Warlocks,Skull Worship,68,tbd,"Nov 26, 2013"
Beachwood Sparks,Desert Skies,64,tbd,"Nov 26, 2013"
Kevin Morby,Harlem River,77,tbd,"Nov 26, 2013"
Lee Hazlewood,There's a Dream I've Been Saving: 1966-1971,89,7.3,"Nov 26, 2013"
Egyptrixx,A/B Til Infinity,80,tbd,"Nov 26, 2013"
Heatsick,Re-Engineering,77,tbd,"Nov 26, 2013"
Molly Drake,Molly Drake,75,tbd,"Nov 26, 2013"
A Day to Remember,Common Courtesy,80,8.3,"Nov 25, 2013"
Shearwater,Fellow Travelers,64,7.0,"Nov 25, 2013"
Billie Joe Armstrong,Foreverly,71,8.4,"Nov 25, 2013"
One Direction,Midnight Memories,59,5.7,"Nov 25, 2013"
Gary Barlow,Since I Saw You Last,54,4.6,"Nov 25, 2013"
Keith Jarrett,No End,49,tbd,"Nov 25, 2013"
Teengirl Fantasy,Nun [EP],66,tbd,"Nov 25, 2013"
Thee Oh Sees,"Singles Collection, Vol. 3",73,tbd,"Nov 25, 2013"
Bonobo,Late Night Tales: Bonobo,88,8.6,"Nov 25, 2013"
NOFX,Stoke Extinguisher [EP],71,tbd,"Nov 25, 2013"
Tennis,Small Sound [EP],69,tbd,"Nov 25, 2013"
Hopsin,Knock Madness,77,5.5,"Nov 24, 2013"
Death Grips,No Love Deep Web,76,8.7,"Nov 19, 2013"
Beady Eye,BE,59,6.0,"Nov 19, 2013"
Blood Orange,Cupid Deluxe,75,8.3,"Nov 19, 2013"
Jake Bugg,Shangri La,66,7.5,"Nov 19, 2013"
The Thing,Boot!,77,tbd,"Nov 19, 2013"
Nils Frahm,Spaces,90,8.5,"Nov 19, 2013"
Kurt Vile & the Violators,It's a Big World Out There (And I Am Scared) [EP],70,tbd,"Nov 19, 2013"
Daughtry,Baptized,53,3.9,"Nov 19, 2013"
Various Artists,The Hunger Games: Catching Fire [Original Motion Picture Soundtrack],63,7.3,"Nov 19, 2013"
Mick Turner,Don't Tell the Driver,77,tbd,"Nov 19, 2013"
Magik Markers,Surrender to the Fantasy,73,tbd,"Nov 19, 2013"
Ghost / Ghost B.C.,If You Have Ghost [EP],57,7.4,"Nov 19, 2013"
Andrew Bird,I Want to See Pulaski at Night [EP],64,7.3,"Nov 19, 2013"
Yo Gotti,I Am,64,6.8,"Nov 19, 2013"
The Bottle Rockets,Bottle Rockets/The Brooklyn Side [Reissue],89,tbd,"Nov 19, 2013"
Robbie Williams,Swings Both Ways,58,7.9,"Nov 18, 2013"
Dave Edmunds,...Again,61,tbd,"Nov 18, 2013"
Death Grips,Government Plates,75,7.1,"Nov 13, 2013"
Wooden Shjips,Back To Land,72,8.8,"Nov 12, 2013"
Cate Le Bon,Mug Museum,77,8.8,"Nov 12, 2013"
Heidecker & Wood,Some Things Never Stay the Same,69,tbd,"Nov 12, 2013"
Sebastien Grainger,Yours to Discover,64,tbd,"Nov 12, 2013"
Susanna Hoffs,"Under the Covers, Vol. 3",68,tbd,"Nov 12, 2013"
Josephine Foster,I'm a Dreamer,82,8.3,"Nov 12, 2013"
Mount Eerie,Pre-Human Ideas,71,8.2,"Nov 12, 2013"
Kellie Pickler,The Woman I Am,82,8.3,"Nov 12, 2013"
Grizzly Bear,Shields: B-Sides,74,8.4,"Nov 12, 2013"
John Talabot,DJ-Kicks,77,tbd,"Nov 12, 2013"
Gap Dream,Shine Your Light,70,tbd,"Nov 12, 2013"
Various Artists,Livity Sound,85,tbd,"Nov 12, 2013"
Kiran Leonard,Bowler Hat Soup,87,tbd,"Nov 12, 2013"
Jensen Sportag,Stealth of Days,71,tbd,"Nov 12, 2013"
Stornoway,You Don't Know Anything,64,tbd,"Nov 12, 2013"
Peter Van Hoesen,Life Performance,78,tbd,"Nov 12, 2013"
Lady Gaga,ARTPOP,61,7.5,"Nov 11, 2013"
Original Soundtrack,Inside Llewyn Davis [Original Motion Picture Soundtrack],66,8.3,"Nov 11, 2013"
The Beatles,"On Air: Live at the BBC, Vol. 2",82,8.8,"Nov 11, 2013"
The Killers,Direct Hits,71,8.8,"Nov 11, 2013"
Throwing Muses,Purgatory/Paradise,78,8.8,"Nov 11, 2013"
Various Artists,Saint Heron,75,tbd,"Nov 11, 2013"
Mazes,Better Ghosts,68,tbd,"Nov 11, 2013"
Erasure,Snow Globe,72,tbd,"Nov 11, 2013"
The Fall,The Remainderer [EP],73,tbd,"Nov 11, 2013"
Tough Age,Tough Age,67,tbd,"Nov 11, 2013"
James Blunt,Moon Landing,49,7.5,"Nov  5, 2013"
Ducktails,Wish Hotel [EP],60,tbd,"Nov  5, 2013"
Midlake,Antiphon,74,8.1,"Nov  5, 2013"
Cut Copy,Free Your Mind,68,6.8,"Nov  5, 2013"
Connan Mockasin,Caramel,70,6.5,"Nov  5, 2013"
Eminem,The Marshall Mathers LP 2,72,8.3,"Nov  5, 2013"
M.I.A.,Matangi,78,8.5,"Nov  5, 2013"
Howe Gelb,The Coincidentalist,77,tbd,"Nov  5, 2013"
Swearin',Surfing Strange,74,8.0,"Nov  5, 2013"
Avril Lavigne,Avril Lavigne,65,7.7,"Nov  5, 2013"
Melvins,Tres Cabrones,69,tbd,"Nov  5, 2013"
Luscious Jackson,Magic Hour,67,tbd,"Nov  5, 2013"
Kronos Quartet,Bryce Dessner: Aheym,77,tbd,"Nov  5, 2013"
Bright Eyes,A Christmas Album,64,tbd,"Nov  5, 2013"
Latyrx,The Second Album,63,tbd,"Nov  5, 2013"
A Wilhelm Scream,Partycrasher,86,tbd,"Nov  5, 2013"
Various Artists,Divided & United: Songs of the Civil War,84,tbd,"Nov  5, 2013"
The Melodic,Effra Parade,64,tbd,"Nov  5, 2013"
Tinie Tempah,Demonstration,68,7.1,"Nov  4, 2013"
James Arthur,James Arthur,58,5.3,"Nov  4, 2013"
Kurt Vile,Jamaica Plain [EP],59,tbd,"Nov  4, 2013"
Booka Shade,EVE,67,tbd,"Nov  4, 2013"
MellowHigh,MellowHigh,65,7.5,"Oct 31, 2013"
Autechre,L-Event [EP],70,8.5,"Oct 29, 2013"
Arcade Fire,Reflektor,80,8.7,"Oct 29, 2013"
dan le sac Vs Scroobius Pip,Repent Replenish Repeat,66,7.6,"Oct 29, 2013"
65daysofstatic,Wild Light,82,7.6,"Oct 29, 2013"
Juana Molina,Wed 21,80,8.8,"Oct 29, 2013"
Los Campesinos!,No Blues,79,8.6,"Oct 29, 2013"
Moonface,Julia with Blue Jeans On,80,8.2,"Oct 29, 2013"
White Denim,Corsicana Lemonade,80,8.0,"Oct 29, 2013"
Russian Circles,Memorial,88,8.4,"Oct 29, 2013"
Sky Ferreira,"Night Time, My Time",79,8.3,"Oct 29, 2013"
Lily & Madeleine,Lily & Madeleine,79,8.8,"Oct 29, 2013"
Minor Alps,Get There,74,tbd,"Oct 29, 2013"
Robert Glasper Experiment,Black Radio 2,71,6.8,"Oct 29, 2013"
The Devil Makes Three,I'm a Stranger Here,84,6.5,"Oct 29, 2013"
Unknown Mortal Orchestra,Blue Record [EP],60,9.0,"Oct 29, 2013"
Son Lux,Lanterns,75,7.8,"Oct 29, 2013"
Yamantaka // Sonic Titan,Uzu,79,tbd,"Oct 29, 2013"
Widowspeak,The Swamps [EP],72,tbd,"Oct 29, 2013"
Bad Religion,Christmas Songs,60,7.5,"Oct 29, 2013"
Skeletonwitch,Serpents Unleashed,77,tbd,"Oct 29, 2013"
Upset,She's Gone,69,tbd,"Oct 29, 2013"
Kelly Clarkson,Wrapped in Red,73,6.8,"Oct 29, 2013"
Bardo Pond,Peace on Venus,78,tbd,"Oct 29, 2013"
The Stranger,Watching Dead Empires in Decay,77,tbd,"Oct 29, 2013"
Protest the Hero,Volition,77,8.8,"Oct 29, 2013"
The Necks,Open,79,tbd,"Oct 29, 2013"
Gardland,Syndrome Syndrome,73,tbd,"Oct 29, 2013"
Los Lobos,Disconnected in New York City [Live],74,tbd,"Oct 29, 2013"
Jonwayne,Rap Album One,74,tbd,"Oct 29, 2013"
Chris Forsyth,Solar Motel,84,tbd,"Oct 29, 2013"
William Onyeabor,"World Psychedelic Classics, Vol. 5: Who Is William Onyeabor?",82,tbd,"Oct 29, 2013"
Diane Coffee,My Friend Fish,74,tbd,"Oct 29, 2013"
Yvette,Process,77,tbd,"Oct 29, 2013"
Laurel Halo,Chance of Rain,78,7.9,"Oct 28, 2013"
Linkin Park,Recharged,49,5.7,"Oct 28, 2013"
Grass House,A Sun Full and Drowning,70,tbd,"Oct 28, 2013"
Katy Perry,Prism,61,6.4,"Oct 22, 2013"
Polly Scattergood,Arrows,66,tbd,"Oct 22, 2013"
Machinedrum,Vapor City,73,8.3,"Oct 22, 2013"
Omar Souleyman,Wenu Wenu,79,7.5,"Oct 22, 2013"
Best Coast,Fade Away [EP],67,7.5,"Oct 22, 2013"
CFCF,Outside,67,tbd,"Oct 22, 2013"
Donna Summer,Love to Love You Donna,59,tbd,"Oct 22, 2013"
Active Child,Rapor [EP],70,7.8,"Oct 22, 2013"
Black Hearted Brother,Stars Are Our Home,69,tbd,"Oct 22, 2013"
AFI,Burials,74,8.0,"Oct 22, 2013"
Brandy Clark,12 Stories,89,8.4,"Oct 22, 2013"
DJ Khaled,Suffering from Success,56,4.8,"Oct 22, 2013"
DJ Rashad,Double Cup,79,7.5,"Oct 22, 2013"
Ryan Hemsworth,Guilt Trips,77,8.5,"Oct 22, 2013"
Van Morrison,Moondance [Deluxe Edition],89,8.1,"Oct 22, 2013"
Woody Guthrie,American Radical Patriot [Box Set],95,5.6,"Oct 22, 2013"
Johnathan Rice,Good Graces,66,tbd,"Sep 17, 2013"
San Fermin,San Fermin,84,8.3,"Sep 17, 2013"
Carcass,Surgical Steel,86,8.7,"Sep 17, 2013"
The Band of Heathens,Sunday Morning Record,66,tbd,"Sep 17, 2013"
Nathaniel Rateliff,Falling Faster Than You Can Run,68,tbd,"Sep 17, 2013"
Manic Street Preachers,Rewind the Film,80,8.3,"Sep 16, 2013"
Sky Larkin,Motto,80,tbd,"Sep 16, 2013"
Tony Joe White,Hoodoo,80,tbd,"Sep 16, 2013"
Dangerkids,Collapse,60,tbd,"Sep 16, 2013"
Ed Askew,For the World,85,tbd,"Sep 16, 2013"
Deaf Havana,Old Souls,67,tbd,"Sep 16, 2013"
God Is an Astronaut,Origins,78,tbd,"Sep 16, 2013"
Original Soundtrack,"Boardwalk Empire, Vol. 2 [Music from the Original HBO Series]",67,tbd,"Sep 10, 2013"
Mark Knopfler,Privateering,77,8.4,"Sep 10, 2013"
Arctic Monkeys,AM,81,8.6,"Sep 10, 2013"
Goldfrapp,Tales of Us,75,8.8,"Sep 10, 2013"
Factory Floor,Factory Floor,79,7.3,"Sep 10, 2013"
Man Man,On Oni Pond,73,7.8,"Sep 10, 2013"
Willis Earl Beal,Nobody Knows,74,8.8,"Sep 10, 2013"
The Weeknd,Kiss Land,65,7.9,"Sep 10, 2013"
Sheryl Crow,Feels Like Home,74,7.6,"Sep 10, 2013"
Delorean,Apar,68,6.9,"Sep 10, 2013"
The Stepkids,Troubadour,76,tbd,"Sep 10, 2013"
Body/Head,Coming Apart,75,7.3,"Sep 10, 2013"
2 Chainz,B.O.A.T.S. II: #METIME,67,5.3,"Sep 10, 2013"
Obits,Bed & Bugs,73,tbd,"Sep 10, 2013"
The Clash,Sound System [Box Set],97,8.1,"Sep 10, 2013"
Joanna Gruesome,Weird Sister,75,tbd,"Sep 10, 2013"
Holy Ghost!,Dynamics,61,8.1,"Sep 10, 2013"
Moving Mountains,Moving Mountains,68,tbd,"Sep 10, 2013"
Keith Urban,Fuse,69,8.1,"Sep 10, 2013"
Jacuzzi Boys,Jacuzzi Boys,71,tbd,"Sep 10, 2013"
Jimmy Webb,Still Within the Sound of My Voice,68,tbd,"Sep 10, 2013"
Tal National,Kaani,81,tbd,"Sep 10, 2013"
Balance & Composure,The Things We Think We're Missing,78,7.4,"Sep 10, 2013"
Terry Malts,Nobody Realizes This Is Nowhere,70,tbd,"Sep 10, 2013"
Ry Cooder,"Live at the Great American Music Hall, San Francisco Aug 31-Sept 1 2011",73,tbd,"Sep 10, 2013"
Banks,London [EP],78,8.9,"Sep 10, 2013"
"Earth, Wind & Fire","Now, Then & Forever",76,tbd,"Sep 10, 2013"
Kaskade,Atmosphere,62,tbd,"Sep 10, 2013"
Tonight Alive,The Other Side,79,8.7,"Sep 10, 2013"
J. Roddy Walston and the Business,Essential Tremors,73,tbd,"Sep 10, 2013"
The Strypes,Snapshot,64,6.9,"Sep  9, 2013"
Summer Camp,Summer Camp,71,tbd,"Sep  9, 2013"
Surf City,We Knew It Was Not Going to Be Like This,75,tbd,"Sep  3, 2013"
Theo Parrish,Black Jazz Signature,84,tbd,"Sep  3, 2013"
Nine Inch Nails,Hesitation Marks,77,8.2,"Sep  3, 2013"
Chelsea Wolfe,Pain Is Beauty,82,8.7,"Sep  3, 2013"
Holograms,Forever,72,tbd,"Sep  3, 2013"
Volcano Choir,Repave,77,8.7,"Sep  3, 2013"
Richard Buckner,Surrounded,74,tbd,"Sep  3, 2013"
Neko Case,"The  Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You",84,8.1,"Sep  3, 2013"
Gorguts,Colored Sands,81,8.8,"Sep  3, 2013"
Okkervil River,The Silver Gymnasium,78,8.4,"Sep  3, 2013"
King Khan & the Shrines,Idle No More,75,tbd,"Sep  3, 2013"
The 1975,The  1975,67,7.6,"Sep  3, 2013"
John Wizards,John Wizards,81,8.8,"Sep  3, 2013"
Glasvegas,Later...When the TV Turns To Static,61,6.8,"Sep  3, 2013"
John Legend,Love in the Future,72,7.5,"Sep  3, 2013"
The Julie Ruin,Run Fast,80,tbd,"Sep  3, 2013"
Califone,Stitches,82,8.0,"Sep  3, 2013"
Jackson and His Computerband,Glow,69,tbd,"Sep  3, 2013"
Jonathan Rado,Law and Order,62,tbd,"Sep  3, 2013"
Over the Rhine,Meet Me at the Edge of the World,76,7.7,"Sep  3, 2013"
Ariana Grande,Yours Truly,81,8.3,"Sep  3, 2013"
North Mississippi Allstars,World Boogie Is Coming,79,tbd,"Sep  3, 2013"
Pixies,EP-1,45,6.6,"Sep  3, 2013"
Esmerine,Dalmak,79,tbd,"Sep  3, 2013"
The Dead C,Armed Courage,81,tbd,"Sep  3, 2013"
Crossfaith,Apocalyze,67,tbd,"Sep  3, 2013"
Youth Code,Youth Code,55,tbd,"Sep  3, 2013"
Richard Youngs,Summer Through My Mind,72,tbd,"Sep  3, 2013"
Modern Life Is War,Fever Hunting,81,tbd,"Sep  3, 2013"
Out Cold,Invasion of Love,77,tbd,"Sep  2, 2013"
Rizzle Kicks,The  Roaring 20s,67,6.7,"Sep  2, 2013"
Babyshambles,Sequel to the Prequel,59,6.6,"Sep  2, 2013"
UB40,Getting Over the Storm,59,tbd,"Sep  2, 2013"
Wolfgang Voigt,Zukunft Ohne Menschen,54,tbd,"Sep  2, 2013"
AlunaGeorge,Body Music,73,7.8,"Aug 27, 2013"
Franz Ferdinand,"Right Thoughts, Right Words, Right Action",71,8.1,"Aug 27, 2013"
King Krule,6 Feet Beneath the Moon,77,8.5,"Aug 27, 2013"
The Dodos,Carrier,77,8.2,"Aug 27, 2013"
Bob Dylan,"Another Self Portrait 1969-1971: The Bootleg Series, Vol. 10",81,8.5,"Aug 27, 2013"
Belle and Sebastian,The Third Eye Centre,70,8.3,"Aug 27, 2013"
Big Sean,Hall of Fame,72,6.1,"Aug 27, 2013"
Goodie Mob,Age Against the Machine,74,tbd,"Aug 27, 2013"
Robbie Fulks,Gone Away Backward,87,4.4,"Aug 27, 2013"
The Rides,Can't Get Enough,69,tbd,"Aug 27, 2013"
Black Joe Lewis,Electric Slave,75,tbd,"Aug 27, 2013"
Dent May,Warm Blanket,70,tbd,"Aug 27, 2013"
Juicy J,Stay Trippy,66,6.8,"Aug 27, 2013"
Sly & the Family Stone,Higher! [Box Set],91,6.1,"Aug 27, 2013"
Ghost Wave,Ages,64,tbd,"Aug 27, 2013"
Avenged Sevenfold,Hail to the King,70,7.2,"Aug 27, 2013"
The Beach Boys,Made in California [Box Set],86,8.8,"Aug 27, 2013"
John Frusciante,Outsides [EP],62,tbd,"Aug 27, 2013"
DevilDriver,Winter Kills,70,6.5,"Aug 27, 2013"
Justin Currie,Lower Reaches,71,tbd,"Aug 27, 2013"
MONEY,The Shadow of Heaven,78,7.2,"Aug 26, 2013"
Disappears,Era,72,tbd,"Aug 26, 2013"
R. Stevie Moore,Personal Appeal,76,tbd,"Aug 20, 2013"
White Lies,Big TV,64,8.2,"Aug 20, 2013"
Julianna Barwick,Nepenthe,79,8.1,"Aug 20, 2013"
Crocodiles,Crimes of Passion,64,8.8,"Aug 20, 2013"
The Bug,Filthy [EP],73,tbd,"Aug 20, 2013"
E.M.M.A.,Blue Gardens,78,tbd,"Aug 20, 2013"
No Age,An  Object,73,6.5,"Aug 20, 2013"
DIANA,Perpetual Surrender,73,tbd,"Aug 20, 2013"
Julia Holter,Loud City Song,88,8.5,"Aug 20, 2013"
Ty Segall,Sleeper,79,8.0,"Aug 20, 2013"
Pure Bathing Culture,Moon Tides,75,8.8,"Aug 20, 2013"
Laura Veirs,Warp & Weft,80,7.9,"Aug 20, 2013"
Travis,Where You Stand,70,7.9,"Aug 20, 2013"
Braids,Flourish // Perish,78,8.7,"Aug 20, 2013"
Superchunk,I Hate Music,83,8.0,"Aug 20, 2013"
Zola Jesus,Versions,74,7.6,"Aug 20, 2013"
Porcelain Raft,Permanent Signal,70,tbd,"Aug 20, 2013"
Snow Ghosts,A Small Murmuration,68,tbd,"Aug 20, 2013"
Sarah Neufeld,Hero Brother,79,7.8,"Aug 20, 2013"
Earl Sweatshirt,Doris,82,8.3,"Aug 20, 2013"
John Mayer,Paradise Valley,73,7.8,"Aug 20, 2013"
Golden Suits,Golden Suits,70,tbd,"Aug 20, 2013"
A$AP Ferg,Trap Lord,72,7.2,"Aug 20, 2013"
White Hills,So You Are... So You'll Be,74,tbd,"Aug 20, 2013"
Tedeschi Trucks Band,Made Up Mind,76,7.9,"Aug 20, 2013"
Shigeto,No Better Time Than Now,78,7.6,"Aug 20, 2013"
Diarrhea Planet,I'm Rich Beyond Your Wildest Dreams,73,7.8,"Aug 20, 2013"
Destruction Unit,Deep Trip,79,tbd,"Aug 20, 2013"
The Kissaway Trail,Breach,71,tbd,"Aug 20, 2013"
Larry Gus,Years Not Living,67,tbd,"Aug 20, 2013"
Kandodo,K2O,72,tbd,"Aug 20, 2013"
Mark Kozelek,Mark Kozelek & Desertshore,78,tbd,"Aug 20, 2013"
Horseback,A Plague of Knowing,85,tbd,"Aug 20, 2013"
Drenge,Drenge,76,8.7,"Aug 19, 2013"
Tythe,& Also With You,75,tbd,"Aug 19, 2013"
Jagwar Ma,Howlin',79,8.3,"Aug 13, 2013"
Glen Campbell,See You There,73,tbd,"Aug 13, 2013"
Washed Out,Paracosm,73,8.2,"Aug 13, 2013"
Bloc Party,The Nextwave Sessions [EP],63,7.5,"Aug 13, 2013"
